No Weight
Ch.#,,,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
170,11/27/2020,11:16:16 AM,"",9.1612,9.8164,14.248,22.112,23.694,25.388,29.196,39.74,42.583,45.628,49.748,53.337,56.667,59.683,63.633,65.041,66.841,56.315,55.383,53.234,47.97,47.376,45.36,41.116,37.245,34.033,32.7,28.151,23.365,22.421,19.737,19.47,19.432,16.625,14.639,12.713,9.2839,13.812,11.121,11.363,13.042,9.1711,11.934,10.205,11.157,7.9888,7.2957,7.4695,5.6966,7.1409,7.017,5.5686,4.2791,4.964,5.6415,3.2982,4.772,3.2027,4.4828,2.3985,1.6418,2.0082,1.3823,0.86456,0.17729,0.17729,0.17729,0.17729,0,0.17729,0.17729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,11/27/2020,11:16:26 AM,"",10.059,10.779,14.573,21.164,22.678,24.3,27.835,37.46,40.139,43.01,52.265,56.231,59.885,63.382,67.174,64.646,66.404,55.772,56.608,56.774,52.262,47.768,43.012,40.503,35.769,31.834,27.224,25.468,23.394,22.602,21.021,19.806,14.872,15.309,14.656,13.75,12.825,12.885,11.674,12.18,12.075,9.3292,9.5892,8.9686,7.398,7.8818,8.477,8.7375,6.2022,6.0295,4.2518,6.3542,4.5644,4.5569,5.2772,4.5333,4.5999,4.0052,2.584,3.5469,2.2902,0.71668,0.35834,0.34776,0.72726,0.89585,0.0295,0.50801,0,0,0.16059,0.018582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,11/27/2020,11:16:36 AM,"",10.411,11.156,15.419,22.883,24.52,26.274,29.334,36.446,39.053,41.846,47.717,51.235,53.904,55.631,59.104,58.327,61.398,59.881,60.017,59.2,54.941,51.473,46.826,42.889,40.897,31.704,32.42,29.938,24.926,21.301,20.751,18.9,16.628,13.539,12.572,12.763,16.107,12.217,9.2842,10.352,10.091,9.4522,6.4859,8.4583,7.3943,4.6351,8.7457,6.2673,6.8913,6.9715,6.5247,6.0572,6.6853,4.1522,3.7115,4.6668,4.3263,2.0212,1.7069,3.1029,1.6939,2.1266,1.6087,0.69913,0.88762,0.53257,0.53257,0.53257,0,0.17752,0.17752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,11/27/2020,11:16:46 AM,"",10.342,11.082,15.065,21.999,23.572,25.258,28.092,34.465,36.93,39.571,50.445,54.349,57.777,60.927,64.539,61.774,64.029,57,56.233,54.289,47.757,48.146,47.203,43.36,39.722,33.697,33.87,27.108,23.137,22.098,21.395,17.906,17.239,14.854,15.132,14.299,12.324,14.556,11.867,10.126,9.2229,10.966,10.596,9.3488,6.137,7.1008,7.7696,9.4683,7.2577,6.1956,6.4589,4.1915,3.6825,6.4165,4.8338,5.2194,5.2459,4.0964,3.0315,2.8186,1.5529,2.0408,0.37317,1.6682,0.34925,0.034941,0,0.37317,0,0.37317,0.18658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,11/27/2020,11:16:56 AM,"",10.679,11.443,15.584,22.796,24.426,26.173,29.276,36.597,39.215,42.019,52.259,56.263,59.023,60.542,64.545,65.928,67.481,55.332,54.983,53.61,51.893,51.004,48.095,42.359,34.622,30.301,27.942,25.983,22.987,20.178,22.15,16.772,18.836,16.883,16.144,15.06,12.141,11.905,14.772,8.9083,8.9813,11.061,9.1796,8.3639,8.833,8.5369,8.0599,8.6174,6.2651,7.1961,5.2781,5.3784,5.2991,3.8022,3.8942,4.673,4.0913,2.6885,3.7459,1.4499,2.8478,1.8126,1.2275,1.2118,0.89929,0.35552,0.53327,0.17776,0.17776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,11/27/2020,11:17:06 AM,"",9.278,9.9415,14.254,21.884,23.449,25.126,28.133,35.283,37.806,40.51,49.023,52.736,55.872,58.507,62.272,62.577,64.4,54.766,53.884,51.825,46.971,46.314,44.346,40.765,39.028,31.975,30.247,27.845,23.329,23.396,19.22,15.824,14.73,16.052,14.749,14.273,11.731,13.01,10.581,11.027,10.548,9.6433,9.2214,9.187,6.7801,8.0466,10.058,5.29,7.9803,8.3289,8.2284,7.8841,5.7638,6.4488,3.901,5.1818,3.9394,3.3531,1.1836,2.684,1.4315,1.7893,0.89467,1.063,1.442,0.89467,1.0736,0.44228,0.45239,0.15971,0.1796,0.19749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,11/27/2020,11:17:16 AM,"",10.115,10.838,14.949,22.14,23.724,25.421,28.533,36.07,38.649,41.413,52.685,56.759,59.158,59.841,63.326,59.984,62.462,57.203,56.147,53.822,45.932,47.254,46.55,41.133,38.809,37.637,31.047,30.176,22.853,22.597,19.887,17.11,17.106,16.195,14.17,15.01,11.041,13.901,12.849,9.7765,9.9532,8.7569,8.1716,7.8808,8.3443,7.6798,8.9069,7.2411,6.7223,5.6286,7.8626,5.475,4.5956,5.6792,5.2985,3.804,3.0702,3.594,1.8599,2.7336,2.0133,1.424,0.35692,1.2492,0.89231,0.35692,0.17846,0,0.13293,0.045529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,11/27/2020,11:17:26 AM,"",8.8356,9.4675,14.126,22.444,24.049,25.769,28.475,34.175,36.619,39.238,47.562,51.167,55.434,60.697,64.107,59.478,62.263,58.828,57.858,55.618,47.902,44.588,40.205,35.892,34.413,29.441,27.483,24.905,22.235,20.025,18.243,16.245,16.257,14.646,12.416,12.181,12.224,14.306,10.705,12.23,10.195,8.3848,10.15,6.7571,9.5167,7.3064,6.8877,9.2052,6.0041,8.1179,9.2132,6.438,5.0069,3.1762,4.9266,3.5459,3.0807,2.7293,1.8526,2.6765,1.337,1.7776,1.2443,0.71103,0.8555,0.21105,0,0,0.88879,0,0.17776,0,0.17776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,11/27/2020,11:17:36 AM,"",10.302,11.039,15.186,22.435,24.04,25.759,28.84,36.165,38.751,41.523,47.887,51.437,55.164,59.214,62.783,60.683,63.094,57.251,55.101,51.35,52.525,48.753,44.271,41.515,34.62,31.918,29.334,28.019,25.413,21.287,18.322,18.188,16.43,12.928,14.374,12.346,11.445,10.369,11.02,11.631,10.149,9.1836,9.8997,6.8724,7.6091,5.916,6.4131,4.5833,7.8923,7.5229,5.1619,5.4134,7.3606,6.5037,3.8444,3.3927,3.1644,2.574,2.9729,1.2525,1.2525,0.5368,0.89467,0.52623,0.36843,0.5368,0.058923,0.29894,0,0.33864,0.19816,0.17893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,11/27/2020,11:17:46 AM,"",9.9865,10.701,14.541,21.225,22.743,24.37,27.388,34.76,37.246,39.91,48.588,52.278,55.052,56.928,60.701,62.089,64.913,60.874,60.412,58.799,52.646,50.469,45.75,38.018,33.823,30.822,24.58,23.806,21.573,20.065,17.704,16.946,16.6,16.23,14.313,13.01,12.695,11.583,12.553,11.753,10.532,9.4287,7.8513,9.1289,12.162,7.3057,8.6775,5.6735,5.1116,6.596,7.244,5.2891,6.9737,4.6141,4.4765,3.7698,3.7748,2.7408,1.5271,2.969,2.0412,0.74224,1.6815,1.1019,0.37112,0,0.74224,0.37112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,11/27/2020,11:17:56 AM,"",9.15,9.8044,13.891,21.097,22.606,24.223,27.448,35.75,38.307,41.046,48.857,52.531,57.952,65.654,68.845,58.88,60.985,54.041,52.695,50.042,47.676,48.263,46.964,41.77,33.403,29.996,27.646,22.918,21.525,19.098,18.146,17.629,18.173,16.17,12.116,11.974,10.412,13.154,12.728,10.291,9.501,8.7456,9.8036,8.068,7.5129,7.3293,6.3703,6.405,5.4266,6.9671,3.1733,5.5783,4.9243,4.6595,4.4401,4.3461,2.9449,2.5248,2.9828,2.3274,1.2135,1.9683,0.90572,0.88361,0,0.71573,0.41679,0.47788,0.17893,0,0.17893,0,0,0.17524,0.0036958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,11/27/2020,11:18:06 AM,"",9.7193,10.414,14.544,21.798,23.357,25.027,28.498,37.676,40.37,43.258,50.224,53.958,56.818,58.745,62.267,59.994,61.771,52.693,53.275,53.16,48.435,46.147,43.28,40.837,37.786,34.362,27.197,25.555,23.197,19.94,20.116,16.631,15.065,11.732,12.849,14.05,10.812,12.829,13.028,10.163,9.0435,9.2942,8.613,9.1496,7.7584,7.8697,7.0169,7.9271,7.7074,5.6008,6.9814,5.8242,4.7211,4.1142,3.0941,2.1926,3.1519,1.9196,2.1518,1.9419,1.6505,1.7823,0.7129,0.35645,0.53468,0.17823,0.23692,0.26638,0.031384,0,0.35645,0.17823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,11/27/2020,11:18:16 AM,"",9.7002,10.394,14.729,22.376,23.976,25.691,28.628,35.345,37.873,40.581,47.054,50.55,54.654,59.606,63.098,59.984,61.933,53.795,52.959,50.977,48.575,45.412,41.238,37.808,34.717,29.726,27.213,22.282,19.892,19.772,18.201,17.468,15.706,13.891,12.716,12.908,9.6209,10.469,10.32,9.804,8.1745,6.8752,8.3473,11.22,8.237,7.8516,6.1802,6.2611,5.9353,6.7412,6.5693,5.5949,4.9881,5.4698,3.1758,4.9946,3.8245,2.6688,1.8943,2.9873,1.2994,1.7809,0.53538,1.2492,1.6061,0.49044,0.75879,0,0,0.35692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,11/27/2020,11:18:26 AM,"",8.6701,9.2902,13.786,21.805,23.365,25.036,28.378,36.995,39.641,42.476,46.81,50.205,54.237,59.057,62.475,58.97,61.451,56.526,56.853,56.342,53.119,48.644,43.045,38.977,36.824,31.769,27.232,27.263,22.992,23.087,15.756,16.939,16.182,15.672,12.879,11.323,13.221,11.142,8.8342,9.5874,8.7848,9.3073,8.6552,6.8182,8.0154,6.674,7.6038,6.6543,6.8199,6.3604,5.2715,4.9422,4.5116,3.0028,4.8402,3.628,1.5747,2.5659,2.9417,1.9695,1.0346,0.89467,0.5368,0.87353,0.73687,1.0285,0.28292,0.29894,0,0.17893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,11/27/2020,11:18:36 AM,"",9.278,9.9415,14.2,21.727,23.281,24.946,27.871,34.712,37.195,39.855,45.606,48.974,52.795,57.251,60.762,59.331,61.693,56.008,54.854,52.419,50.224,47.858,43.893,39.06,34.368,30.379,28.897,25.923,19.406,18.653,17.56,17.085,15.335,12.969,13.478,11.382,12.933,13.597,9.2609,7.6073,9.7692,7.3773,8.7327,10.036,7.1436,6.9933,7.6589,6.3068,7.8043,5.4949,4.3115,5.2379,5.6842,3.5005,2.8274,3.515,2.8588,4.6968,3.275,2.2608,1.1706,1.0894,1.0652,1.0625,0.35787,0.17893,0.71573,0.5368,0.17893,0,0,0,0.17893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,11/27/2020,11:18:46 AM,"",8.8651,9.4991,13.35,20.125,21.565,23.107,25.841,32.282,34.59,37.064,43.458,46.704,51.656,58.796,62.228,59.022,61.175,54.451,53.273,50.835,46.389,44.534,41.781,38.318,33.017,32.302,27.13,22.918,21.097,22.348,17.435,15.437,17.195,13.681,12.429,10.982,10.847,8.5842,8.8537,9.9252,10.205,8.0979,8.38,9.136,6.1285,5.9854,8.4368,8.3631,6.9459,5.913,3.9548,3.4759,2.7661,3.8638,3.7246,3.737,4.1378,3.2443,2.7807,1.9397,1.5007,1.8671,0.5613,0.3742,0.7484,0,0.5613,0.1871,0.3742,0,0,0,0.1871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,11/27/2020,11:18:56 AM,"",9.8408,10.545,13.706,19.104,20.47,21.934,25.49,35.754,38.312,41.052,45.59,48.91,52.579,56.705,60.489,62.134,64.073,55.211,54.573,52.825,48.173,46.47,42.247,35.363,34.365,31.114,30.289,26.38,24.026,23.016,19.871,14.071,16.481,15.285,15.938,11.997,10.058,12.277,8.9079,9.3407,11.008,10.277,5.414,8.5858,8.2963,8.3933,7.7607,4.7075,6.9761,4.4358,6.2273,4.1414,5.3605,3.255,3.6029,3.9781,3.3803,3.2003,2.4018,1.5706,1.2509,0.55557,0.69531,0.89349,0.35739,0.53609,0.1787,0,0,0.35739,0,0.1787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,11/27/2020,11:19:06 AM,"",9.6811,10.373,14.32,21.226,22.744,24.371,26.835,31.816,34.092,36.53,46.107,49.661,51.844,52.626,56.045,56.641,58.637,51.799,51.432,50.095,48.809,43.989,39.93,40.352,35.172,28.721,27.455,26.872,20.928,19.979,21.298,18.18,15.485,12.667,13.994,12.32,10.032,10.243,9.1844,10.746,10.208,10.54,6.4436,7.5561,7.9503,8.5814,6.8463,7.6938,5.9339,6.2647,5.925,3.8461,4.7256,4.273,4.211,3.9876,3.3389,3.4641,2.828,1.928,1.612,1.962,1.4296,0.35739,0,0.71479,0.35739,0.11576,0.24163,0.1787,0,0,0.1787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,11/27/2020,11:19:16 AM,"",8.9143,9.5518,13.386,20.126,21.565,23.107,26.368,35.081,37.59,40.278,46.549,50.003,53.188,56.156,59.31,55.02,57.751,55.417,54.176,51.638,45.001,43.461,40.87,36.925,32.73,27.41,27.098,21.497,21.312,19.42,19.725,18.694,15.682,16.428,14.949,11.889,12.557,12.405,12.457,11.739,8.4196,7.9695,8.361,9.764,9.1372,6.6463,7.3175,6.07,6.3357,5.6171,5.5336,6.2481,4.2277,5.5082,4.0158,3.7479,4.1307,3.0986,3.1543,1.7116,1.2546,0.53238,1.2509,0.53609,0.53609,1.2509,0.35739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,11/27/2020,11:19:26 AM,"",10.352,11.092,14.725,20.99,22.492,24.1,27.159,34.77,37.257,39.921,47.152,50.686,54.237,57.96,61.489,59.793,62.303,57.278,55.603,52.469,49.572,46.655,41.792,36.324,35.496,31.436,27.082,22.576,20.452,18.948,17.334,15.646,15.07,13.915,12.366,11.064,10.624,11.394,11.554,9.5908,9.609,8.315,8.5451,8.4098,6.7109,7.2879,7.3279,5.2263,7.4543,6.3736,7.4605,6.3136,4.2417,4.9954,5.3044,4.1054,3.8275,4.234,1.687,1.928,1.612,2.0009,1.748,0.89348,0.68132,0.56955,0,0,0.35739,0.1787,0,0.1787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,11/27/2020,11:19:36 AM,"",9.8149,10.517,14.411,21.21,22.726,24.352,27.493,35.402,37.934,40.647,45.398,48.713,52.781,57.807,61.319,59.545,61.274,52.075,52.561,52.331,45.415,45.261,43.4,38.147,33.574,29.721,27.93,24.258,21.28,19.996,17.929,16.374,17.084,16.34,13.129,10.51,10.874,11.882,10.903,10.069,10.645,8.7713,8.7008,7.9407,6.515,6.7444,7.3838,8.0797,6.7813,4.6125,7.2938,7.0955,3.419,3.8124,3.8657,3.4938,4.8986,3.8442,2.1763,2.4576,1.0694,1.9605,0.90214,0.51314,1.0465,0.033376,0.41514,0.11954,0,0,0.17823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,11/27/2020,11:19:46 AM,"",9.728,10.424,14.229,20.862,22.354,23.953,26.865,33.877,36.3,38.896,47.076,50.642,54.621,59.29,62.562,57.463,59.782,54.442,52.962,50.13,46.41,44.316,40.348,35.37,36.28,34.039,26.172,23.314,19.712,18.988,18.304,17.101,16.051,14.904,12.636,14.004,13.13,10.952,8.4599,8.1534,10.14,8.5919,9.1464,8.2675,7.7118,8.0059,8.1761,4.6059,6.4327,4.9132,3.7195,6.7405,4.2365,6.1161,6.4868,2.5399,2.3636,1.5624,2.9488,2.707,1.3529,1.118,0.18633,1.118,0.37266,0.93164,0.18633,0.37266,0,0,0.18633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,11/27/2020,11:19:56 AM,"",9.0102,9.6546,13.022,18.868,20.217,21.663,25.035,34.563,37.035,39.683,43.446,46.587,50.457,55.215,58.696,58.262,60.92,57.175,54.101,49.145,43.636,43.091,39.823,32.783,33.306,31.593,27.723,26.852,21.132,19.949,15.594,17.449,17.28,12.869,12.944,12.395,10.794,9.7194,9.9853,11.608,9.4401,6.9697,7.161,7.4267,5.513,7.2973,8.1541,5.8089,5.7498,5.8263,6.4442,4.9769,2.3668,4.1253,3.3621,4.4016,4.0922,2.8207,3.0756,1.7027,2.3771,1.6203,1.2314,0.3574,0.53609,0.1787,0.23754,0.11985,0,0,0.16016,0.19723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,11/27/2020,11:20:06 AM,"",8.1475,8.7302,12.451,19.025,20.386,21.844,24.965,33.371,35.758,38.315,42.719,45.836,50.214,56.156,59.31,55.02,57.944,56.658,55.609,53.3,47.019,45.26,41.908,36.827,33.956,26.814,25.886,23.057,22.629,18.766,17.435,15.775,14.152,15.465,11.341,10.355,11.233,12.339,9.3751,8.6852,7.2541,9.1049,9.5239,8.1257,9.4653,5.4034,6.434,8.2693,7.067,6.0048,7.2717,4.898,5.1212,3.7834,5.2045,3.978,5.5089,3.5937,3.233,2.1634,0.58638,1.4259,1.2509,0.71479,0.71479,0.1787,0.71479,0.1787,0.53609,0,0.1787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,11/27/2020,11:20:16 AM,"",9.9743,10.688,13.92,19.446,20.836,22.326,25.4,33.49,35.885,38.452,47.226,50.825,53.461,55.148,58.338,55.055,57.055,50.735,49.12,46.175,44.148,42.711,40.193,36.898,32.226,28.051,25.393,23.245,22.447,17.52,16.591,14.604,15.609,13.193,11.442,11.997,11.615,8.3034,10.453,10.072,6.5124,9.1752,6.7459,9.7743,7.0014,7.4673,5.8105,5.9718,5.9913,7.4642,6.1493,3.6473,5.6563,3.3937,4.2034,4.4533,2.4164,2.3472,2.4265,1.3329,2.0571,1.6198,1.7629,0.53468,0.53468,0.53468,0.3858,0.32711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,11/27/2020,11:20:26 AM,"",9.106,9.7573,13.146,19.025,20.386,21.844,24.527,31.039,33.259,35.638,44.658,48.09,50.894,53.176,56.577,56.642,59.055,54.487,53.695,51.757,45.009,43.996,41.805,37.515,32.154,28.263,28.149,28.136,23.761,21.833,19.302,18.277,17.439,13.142,12.44,12.068,11.916,11.515,9.8777,9.3525,9.4741,8.7685,7.1075,8.0602,5.3587,6.2632,6.3928,7.9326,7.3108,6.4915,4.0415,4.688,4.5469,5.1666,3.4986,3.5717,3.5107,3.4175,1.9034,1.8903,1.4296,2.1444,1.4296,1.4296,0.5361,0.5361,0.3574,0.1787,0,0,0.33886,0.018533,0,0.1787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,11/27/2020,11:20:36 AM,"",7.903,8.4682,12.054,18.387,19.702,21.111,23.748,30.234,32.396,34.713,41.868,45.034,49.571,55.93,59.176,55.953,58.37,54.034,51.834,48.069,47.243,44.358,40.136,36.09,32.403,30.984,26.662,23.488,20.429,19.58,17.196,15.289,12.76,11.82,11.814,8.5553,8.404,10.19,9.0843,7.886,8.1465,8.8618,9.1424,7.9435,7.0098,7.5284,6.5078,5.9957,5.889,5.0575,6.0361,6.2594,5.4642,4.4244,4.0052,3.6208,3.8422,2.8819,2.2859,3.1705,2.1387,1.5035,1.5374,0.34544,1.3924,0.87963,0.40134,0,0.17823,0.15908,0.019152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,11/27/2020,11:20:46 AM,"",8.6901,9.3116,13.082,19.716,21.126,22.637,25.696,33.653,36.06,38.639,46.757,50.298,54.375,59.291,62.002,51.312,54.102,53.247,51.993,49.474,42.82,40.604,38.592,37.517,33.186,30.723,27.786,25.712,19.881,20.144,17.876,16.224,13.927,15.301,14.727,10.825,12.659,9.9084,9.6754,10.358,9.7463,6.5841,8.3682,6.3348,8.519,5.7571,7.5513,5.5382,6.016,6.6726,4.6517,5.4421,3.8291,6.0739,3.3093,2.9519,3.453,1.3936,2.4873,1.7998,1.9,1.8442,0.7392,1.2827,0.19572,0.3696,0,0,0,0.3696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,11/27/2020,11:20:56 AM,"",8.7252,9.3493,12.516,17.996,19.283,20.662,23.607,31.527,33.782,36.198,44.046,47.39,51.393,56.38,59.876,58.856,60.454,50.759,50.147,48.507,44.108,44.593,42.181,34.558,30.335,27.393,25.663,22.582,17.655,15.371,16.569,15.075,12.317,12.757,10.87,9.0003,9.2939,8.7696,9.5502,9.2422,8.443,6.1691,7.3207,9.5423,6.7009,5.5866,5.5573,6.6876,5.9575,6.6281,5.1238,6.2386,5.9504,4.563,4.3872,4.2985,3.591,2.3546,2.1941,1.4353,1.7941,1.7941,0.89705,1.0553,0.55942,0.71764,0.35882,0,0,0.17941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,11/27/2020,11:21:06 AM,"",7.7233,8.2756,11.988,18.573,19.902,21.325,24.256,31.959,34.244,36.693,43.977,47.294,50.457,53.598,57.072,57.598,59.817,53.892,52.877,50.659,45.305,43.076,40.74,38.624,30.879,30.275,24.711,22.385,19.002,16.657,15.84,14.181,13.355,11.848,10.919,11.783,8.8987,11.092,10.633,9.4653,8.2766,6.8455,9.3413,7.3491,6.0359,8.7194,5.113,5.9921,6.5118,7.3563,6.5975,4.7014,5.3215,4.8379,2.8464,3.4312,2.8647,1.701,1.8151,1.2919,2.7591,1.2443,0.54426,0.70005,0.35552,0.71104,0.35552,0,0,0,0.17776,0,0.17776,0.35552,0.17776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,11/27/2020,11:21:16 AM,"",8.9462,9.586,12.827,18.435,19.754,21.167,24.464,33.785,36.202,38.791,43.969,47.202,50.627,54.352,57.459,53.85,56.754,55.728,53.272,49.145,43.992,40.98,37.713,35.366,30.277,28.053,21.846,22.428,20.354,15.617,17.836,17.951,13.92,10.283,11.572,10.798,9.3131,10.951,7.2986,9.535,6.4323,8.4004,7.7422,7.0371,5.9077,8.3943,6.9241,6.5752,6.2127,6.1544,4.2515,4.9113,4.5439,4.3583,3.1389,2.9767,2.7801,2.5321,3.0444,3.8094,2.727,1.9851,0.69531,0,0.89349,0,0.1787,0,0,0,0.16016,0.19723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,11/27/2020,11:21:26 AM,"",8.8356,9.4675,12.996,19.16,20.53,21.998,24.657,31.03,33.25,35.628,42.958,46.206,50.41,55.938,59.204,56.164,58.153,51.423,51.923,51.721,44.435,42.446,39.623,35.718,30.212,29.378,21.157,21.642,20.314,16.796,15.161,17.826,13.36,12.774,10.377,13.031,11.313,9.0022,9.6599,8.4697,7.514,7.1854,7.0783,6.4249,5.6678,6.0425,7.4412,6.1133,6.3444,7.2175,5.6336,4.366,4.449,4.9922,4.8636,3.9644,2.5092,2.9045,2.5669,1.5623,1.4257,1.9516,0.53327,0.71103,0.53327,0.17776,0,0,0,0.17776,0.17776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,11/27/2020,11:21:36 AM,"",9.5592,10.243,13.826,20.048,21.482,23.018,25.828,32.619,34.952,37.452,40.44,43.343,47.351,52.678,55.671,51.984,54.026,48.891,48.352,46.838,43.273,42.928,41.135,36.813,31.102,29.428,23.312,23.378,20.697,20.38,18.247,17.575,14.622,12.485,12.175,12.244,10.869,10.187,8.8514,9.0746,8.3718,9.1752,9.018,7.5228,5.1577,6.0867,6.2026,6.2167,5.2874,5.3301,2.8638,4.8895,3.215,4.5628,4.3549,2.6839,3.2867,2.7078,2.1216,3.1447,1.1307,1.6072,1.2669,1.2448,0.89704,0.31363,0.28367,0.12033,0.53822,0.32026,0.21797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,11/27/2020,11:21:46 AM,"",8.4157,9.0176,12.607,18.914,20.266,21.716,25.35,36.002,38.577,41.336,45.123,48.381,51.41,54.166,57.155,52.48,55.101,52.964,51.782,49.363,42.18,40.659,36.585,29.156,28.354,24.919,24.932,19.412,20.038,18.723,18.607,14.234,13.729,13.467,13.777,12.666,10.472,9.668,7.886,8.2239,8.7641,7.4155,6.2671,8.3145,6.2361,6.8443,6.0521,4.8603,7.4151,4.9903,4.1135,3.9167,2.9047,3.5045,3.6913,4.8107,3.2771,2.0384,3.004,1.3951,1.3455,1.6678,1.1118,0.55592,0.74123,0.55592,0.27684,0.46439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,11/27/2020,11:21:56 AM,"",8.435,9.0383,12.43,18.357,19.67,21.076,23.88,31.091,33.314,35.697,40.962,43.991,47.944,53.097,56.467,56.281,57.93,49.317,47.794,44.99,41.321,41.079,38.23,31.586,30.288,28.393,24.558,23.285,19.187,15.673,13.555,13.168,11.705,13.75,11.518,10.944,9.9313,9.3619,9.2585,8.7409,8.159,6.665,7.649,7.8961,6.4956,6.2532,6.5406,6.3707,5.7417,5.7374,4.8079,6.6571,4.8105,3.8144,3.2199,2.8568,3.7121,2.9609,2.5771,1.5329,0.71479,1.0917,0.87401,0.71479,0.89349,0.71479,0.35739,0.1787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
