No Weight
Ch.#,,,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
99,11/27/2020,11:04:25 AM,"",15.246,16.336,22.786,34.109,36.549,39.163,44.112,56.389,60.422,64.743,76.322,82.036,89.109,98.059,103.87,99.443,103.95,97.419,98.213,97.631,88.238,85.921,82.823,79.226,71.54,67.627,64.594,54.479,51.005,47.067,47.9,44.379,36.92,37.031,37.184,33.722,30.288,27.505,27.882,27.573,25.028,24.608,19.178,21.931,22.834,22.086,18.469,16.654,19.192,19.761,16.27,17.973,12.096,10.339,11.482,11.444,10.006,8.3007,7.5884,6.3344,5.3143,4.693,4.1289,1.957,1.7758,1.4728,0.088856,0.45081,0.53967,0,0.17989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,11/27/2020,11:04:35 AM,"",15.881,17.017,23.46,34.729,37.213,39.874,44.318,54.247,58.126,62.283,73.43,78.927,85.668,94.136,99.863,97.05,102.39,101.13,99.483,95.657,87.596,83.523,80.622,81.687,74.065,64.109,62.358,57.429,55.614,50.14,48.193,43.772,39.815,35.73,33.735,31.016,28.781,31.991,29.7,24.383,25.261,25.136,23.314,20.434,21.266,18.188,17.337,18.825,16.06,15.918,15.212,10.38,13.915,13.124,12.595,8.6515,9.0963,5.4224,6.4992,7.644,5.6995,4.0902,4.1049,3.3604,0.68916,1.5905,0.40082,1.8953,0.32785,0.24969,0.19712,0.35599,0.17799,0.17799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,11/27/2020,11:04:45 AM,"",16.114,17.266,22.099,30.284,32.45,34.77,39.8,53.443,57.265,61.361,73.568,79.117,83.792,87.684,93.701,97.888,102.26,95.436,94.342,91.333,87.7,85.245,81.541,77.928,71.943,68.1,61.65,56.661,52.386,47.905,46.839,41.053,42.161,38.801,36.327,30.91,30.354,30.335,29.109,26.361,21.276,20.313,19.224,23.134,15.55,17.68,22.724,18.266,16.012,13.287,14.196,12.878,15.185,13.349,12.504,11.286,10.184,8.3477,6.907,4.7634,4.7112,4.8042,4.6102,2.5465,2.0382,0.7372,1.1665,0.49221,0.3686,0.5529,0.1843,0.3686,0,0,0,0.1843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,11/27/2020,11:04:55 AM,"",13.757,14.741,20.589,30.859,33.066,35.431,40.667,55.053,58.99,63.209,73.963,79.482,85.436,92.121,97.846,96.302,100.49,93.176,92.719,90.577,84.927,82.278,78.583,74.926,68.768,71.6,61.449,56.072,49.441,47.335,44.704,45.424,34.883,37.547,31.81,30.776,31.035,27.574,27.279,28.19,20.648,21.686,21.461,21.67,17.238,20.271,17.654,16.098,16.892,14.747,14.136,13.457,11.429,13.629,10.135,9.0549,8.6146,9.9712,6.1692,6.1419,5.9163,2.7193,3.7518,2.9982,2.84,1.465,1.4904,0.83576,0.44551,0.60888,0.35854,0.19749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,11/27/2020,11:05:05 AM,"",13.762,14.746,20.213,29.757,31.885,34.165,39.216,53.093,56.89,60.959,71.265,76.581,83.347,92.062,97.421,92.265,95.669,85.364,88.65,91.517,83.533,82.247,79.433,74.867,69.797,59.181,52.047,50.583,48.632,47.16,41.38,40.438,38.899,36.655,33.449,29.687,25.014,25.539,25.958,24.635,22.138,20.867,22.299,21.298,21.611,15.532,17.625,18.285,16.784,17.426,12.082,11.587,12.103,11.693,11.168,9.1003,7.8929,7.975,6.6619,3.3888,6.1088,2.8525,2.5022,2.623,2.6436,1.2776,0.59182,0.47474,0.52964,0.1814,0.35552,0.17776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,11/27/2020,11:05:15 AM,"",12.828,13.745,19.536,29.757,31.885,34.165,39.246,53.252,57.06,61.141,72.592,78.045,83.675,89.764,95.61,96.767,100.66,91.588,91.448,89.746,84.424,79.883,75.529,74.759,70.304,63.26,55.081,56.299,48.191,41.144,37.816,41.209,36.888,29.905,32.156,28.341,30.383,25.121,23.344,23.622,22.009,20.364,24.201,17.758,21.958,16.515,20.986,17.998,15.548,15.847,15.541,13.184,13.238,13.857,10.145,8.3737,9.6379,7.8281,8.5107,5.8631,6.4863,4.2758,1.6282,2.8229,2.0519,2.2418,0.23723,0.83356,0.17847,0.35693,0.35693,0.17847,0,0,0.17847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,11/27/2020,11:05:25 AM,"",15.583,16.697,22.491,32.54,34.867,37.361,42.521,56.127,60.141,64.442,73.6,79.032,86.561,96.764,102.31,96.011,98.986,85.177,87.26,88.561,82.341,80.268,75.887,69.632,66.981,64.434,57.847,49.645,45.912,43.256,40.632,39.474,39.503,38.853,36.298,26.581,26.72,27.918,27.44,25.401,28.914,24.212,20.355,17.088,14.458,19.746,16.71,15.054,14.473,16.284,14.664,15.669,12.782,11.104,11.204,12.877,8.3776,5.0757,6.2135,4.8312,4.6841,3.7585,3.5782,2.8186,1.0694,0.53469,0.41515,0.65423,0.53469,0,0.53469,0.17823,0,0,0,0.17823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,11/27/2020,11:05:35 AM,"",15.4,16.502,22.496,32.941,35.296,37.821,42.64,54.669,58.579,62.768,75.023,80.675,85.882,90.823,96.325,93.382,97.155,88.503,91.071,92.95,87.723,82.021,76.432,74.548,66.099,62.857,60.111,54.78,47.846,41.741,42.547,37.229,33.661,33.039,33.417,29.542,30.196,23.5,26.765,22.673,24.459,22.537,17.357,24.02,15.764,17.264,16.902,15.522,15.934,15.89,11.547,12.054,13.116,10.1,11.034,11.006,8.2822,8.7041,6.3019,5.9352,4.9218,2.7352,2.2867,2.301,2.3231,1.9657,0.83249,0.59711,0.62362,0.09118,0.1787,0,0,0,0,0,0.1787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,11/27/2020,11:05:45 AM,"",15.613,16.73,22.995,33.943,36.371,38.972,43.794,55.567,59.541,63.799,76.149,81.882,87.814,94.258,99.902,96.188,99.765,89.171,88.446,86.021,81.262,77.394,71.834,66.711,63.742,62.251,56.447,52.289,45.086,39.495,41.053,37.785,35.265,34.537,30.675,24.413,20.942,26.608,25.879,26.058,24.166,22.363,20.229,19.529,18.533,15.369,22.147,18.083,13.999,14.345,12.513,16.016,11.413,11.917,9.7769,9.6901,5.8109,5.661,6.171,5.1077,3.8854,3.5577,3.746,1.6447,1.8659,0.55976,1.2424,1.6444,0.65833,0.36315,0.19661,0,0.16451,0.58184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,11/27/2020,11:05:55 AM,"",12.73,13.64,20.879,33.868,36.29,38.885,43.52,54.505,58.403,62.58,73.256,78.723,84.329,90.308,95.556,90.413,94.113,85.992,86.239,85.134,77.029,75.296,73.018,70.558,65.41,63.051,55.687,47.841,47.057,47.293,40.759,38.067,38.304,32.132,32.48,27.474,25.455,27.767,27.513,21.737,21.696,20.358,20.997,18.703,20.228,16.801,14.015,15.868,14.165,17.806,9.8833,12.235,12.932,10.261,10.871,11.019,7.1206,8.2597,5.8625,4.732,4.9487,4.2876,1.2376,1.9469,1.9246,1.1896,0.62364,0.17799,0.53398,0.35599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,11/27/2020,11:06:05 AM,"",14.711,15.764,21.54,31.614,33.875,36.298,41.215,54.021,57.885,62.025,75.383,81.103,85.085,87.284,92.618,90.257,93.711,84.296,84.834,84.135,74.753,75.01,74.753,73.522,73.099,65.701,57.115,50.541,42.681,38.713,40.75,38.16,34.721,31.586,31.287,28.833,29.789,26.344,22.619,23.004,19.281,21.185,17.897,19.403,15.838,18.74,14.296,15.38,12.165,17.152,15.073,12.585,12.373,9.8724,9.5505,8.1878,8.4492,6.9406,6.3206,5.9011,4.6934,4.8552,1.4176,2.3248,1.6274,1.0779,0.3593,0.50731,0.47892,0.43166,0.019305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,11/27/2020,11:06:15 AM,"",11.949,12.804,19.021,30.111,32.265,34.572,39.692,53.774,57.62,61.741,70.545,75.751,83.13,93.265,98.824,94.894,98.236,86.768,87.755,87.602,82.438,79.883,75.365,69.85,65.991,60.517,53.126,52.455,44.225,44.129,39.823,37.685,34.279,33.015,28.59,27.077,26.744,24.623,24.738,26.511,23.045,18.272,21.037,16.873,17.652,18.281,15.387,14.799,14.668,12.262,16.937,14.036,13.594,11.342,8.4536,6.7966,10.329,8.1018,5.3473,5.8193,6.021,3.8063,3.1665,3.2145,1.444,0.71669,0.71669,0,0.71669,0.35835,0,0.17917,0.17917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,11/27/2020,11:06:25 AM,"",14.455,15.489,21.158,31.043,33.264,35.643,41.169,56.758,60.817,65.167,71.662,76.855,81.988,87.074,92.055,86.305,91.187,90.782,88.021,82.914,79.773,75.319,70.094,67.106,62.179,57.152,48.623,48.781,44.439,42.23,40.479,38.385,34.263,33.854,27.824,27.106,26.363,24.542,26.267,23.518,20.345,21.988,18.52,17.748,16.41,20.389,15.853,14.281,16.193,14.866,10.955,10.759,13.149,7.7232,9.2855,11.039,7.2317,9.0022,7.1276,5.9645,5.0217,4.0741,2.4821,2.8262,1.2183,1.097,0.52974,0.71132,0.53188,0.70918,0.17729,0,0.17729,0,0,0.17729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,11/27/2020,11:06:35 AM,"",12.125,12.993,19.054,29.835,31.969,34.255,38.914,51.077,54.73,58.645,68.625,73.746,80.362,88.979,94.154,89.122,93.059,86.631,86.908,85.832,76.08,75.658,73.621,68.427,62.014,56.134,52.741,45.96,42.436,41.492,38.349,37.624,33.924,32.311,31.705,26.991,27.117,26.955,21.927,23.102,20.289,20.285,20.189,16.314,16.935,16.132,16.3,14.087,13.283,16.672,11.165,14.399,9.5812,9.9,10.105,8.2514,8.8313,6.3068,3.864,3.8898,4.259,3.3954,3.2039,1.4061,1.3714,1.3161,0.89231,0.89231,0.53539,0,0.53539,0,0,0.17846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,11/27/2020,11:06:45 AM,"",13.029,13.961,20.516,32.181,34.483,36.949,41.548,52.826,56.604,60.652,72.079,77.494,81.963,85.531,91.03,91.424,94.286,81.294,80.804,78.816,78.99,76.32,72.479,69.754,65.463,56.716,53.39,48.576,45.272,39.973,35.916,37.536,32.473,30.893,28.655,27.21,23.836,21.903,21.377,21.646,22.789,21.972,21.288,17.086,16.769,13.304,13.106,15.591,17.279,15.005,11.464,12.139,12.078,9.8774,7.0282,8.7052,8.7401,8.7477,4.5408,5.9595,4.9066,2.2625,2.4317,1.6254,2.6139,1.4356,0.65464,0.30788,0.43949,0.18684,0.18684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,11/27/2020,11:06:56 AM,"",13.575,14.546,20.064,29.717,31.843,34.12,38.863,51.424,55.101,59.042,70.518,75.829,80.618,85.029,90.111,86.669,90.818,86.311,86.059,84.298,78.484,76.646,73.567,69.35,61.556,57.548,52.363,45.156,39.867,41.257,39.411,36.488,31.658,33.166,30.074,31.223,22.581,24.09,26.051,24.427,19.691,19.253,14.813,17.501,15.45,16.618,13.444,17.674,14.187,12.661,12.467,12.93,9.7769,10.375,8.5662,8.3576,9.8466,7.2446,7.2141,3.8936,5.8036,3.7354,0.89114,1.4258,1.5707,1.4592,0.53468,0.53468,0,0,0.35646,0,0,0,0,0,0.17823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,11/27/2020,11:07:06 AM,"",12.78,13.694,19.082,28.538,30.579,32.766,37.623,50.99,54.636,58.544,72.654,78.215,84.2,91.058,96.1,88.43,92.282,85.608,85.908,84.877,75.155,74.515,72.652,68.168,60.952,63.141,54.045,50.364,42.241,41.394,35.664,35.487,34.676,31.19,28.487,26.614,23.943,23.677,21.602,24.249,20.466,21.544,19.547,18.903,16.48,15.445,15.837,14.316,12.526,9.4978,10.114,11.775,10.116,12.058,9.0462,8.446,7.8181,7.8713,4.3675,2.8605,3.7211,2.8712,2.8507,3.1844,1.0933,1.4296,1.2509,0.3574,0.1787,0.51689,0.019203,0,0,0.17501,0.003691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,11/27/2020,11:07:16 AM,"",12.238,13.113,19.176,29.954,32.096,34.392,40.094,56.73,60.787,65.135,70.66,75.746,80.18,83.814,88.859,85.821,89.505,82.736,80.986,77.332,72.358,70.131,67.133,63.946,55.893,53.009,52.476,52.478,43.043,40.757,36.369,32.22,33.796,28.131,26.622,24.182,22.568,24.624,20.829,21.567,20.046,19.603,16.063,17.295,14.889,13.294,16.682,13.801,11.886,13.72,10.806,12.857,10.839,9.4895,7.9594,8.6112,8.1257,6.0225,4.8949,5.9475,4.3584,3.0736,2.3269,2.4827,1.0655,1.1115,0.17965,0.35929,0.17965,0.17965,0.17965,0,0,0,0,0.45739,0.081547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,11/27/2020,11:07:26 AM,"",13.363,14.319,19.883,29.639,31.759,34.03,39.126,53.229,57.035,61.115,70.812,76.073,80.882,85.317,90.685,89.906,93.067,82.17,84.207,85.499,76.633,70.883,66.25,66.017,57.793,60.907,51.179,47.165,39.551,39.627,37.223,37.003,34.722,32.782,29.089,29.042,27.382,21.409,22.716,22.137,23.219,17.991,18.443,17.603,18.721,17.054,13.817,12.953,12.824,14.447,14.698,12.402,10.058,8.6829,8.2369,8.6261,5.6659,8.8601,5.8713,4.5046,2.8054,1.594,2.5073,1.3878,0.72059,0.7101,0.17753,0.53258,0.57423,0.49092,0.17753,0.17753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,11/27/2020,11:07:36 AM,"",14.857,15.92,20.75,29.009,31.084,33.307,38.535,53.373,57.19,61.28,68.067,73.023,76.999,79.842,85.199,87.799,92.152,88.4,84.776,78.585,75.894,69.542,65.136,67.732,58.165,53.525,50.419,45.608,41.574,43.57,38.172,34.15,31,29.46,27.986,26.239,27.728,23.924,17.787,23.455,19.283,20.392,19.269,17.573,19.972,17.225,17.038,14.736,12.82,10.441,9.7464,12.174,11.263,8.1889,7.793,8.4482,7.0263,8.0859,4.6249,4.2523,3.1813,3.5897,1.7785,1.7654,1.7641,0.65825,1.221,0.47725,0.1787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,11/27/2020,11:07:46 AM,"",13.574,14.545,19.879,29.183,31.27,33.507,37.749,48.291,51.744,55.445,67.882,73.048,77.535,81.502,86.639,85.982,89.975,84.833,83.013,79.232,72.905,71.163,67.802,62.948,58.35,51.513,49.607,45.969,39.508,38.3,36.082,31.49,34.672,29.511,26.703,26.676,24.127,21.942,22.948,18.679,20.007,15.172,16.823,15.217,15.602,13.091,15.551,13.038,10.229,11.618,11.88,10.064,9.3916,11.139,10.183,8.794,6.9349,5.7998,4.9231,6.0239,5.181,2.7795,4.4887,1.8377,1.3025,0.74428,0.091909,0.4663,0.18607,0.18607,0,0.37214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,11/27/2020,11:07:56 AM,"",12.827,13.745,20.021,31.169,33.398,35.787,40.799,54.13,58.001,62.15,70.965,76.201,81.284,86.315,91.225,85.254,89.059,83.119,79.131,72.553,69.086,66.886,65.038,65.66,62.474,55.612,47.108,42.409,40.456,38.345,38.018,30.736,31.654,27.405,25.398,25.055,26.077,23.516,19.449,21.694,18.737,15.593,13.84,15.718,14.469,14.079,16.005,13.123,13.13,12.22,13.371,10.136,8.4527,10.436,7.4434,6.173,7.7969,5.8239,4.879,4.6315,2.638,2.6769,1.6061,1.6061,0.85888,0.74726,0.56477,0.86292,0,0,0,0.17846,0,0,0.53538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,11/27/2020,11:08:06 AM,"",11.251,12.056,17.693,27.723,29.706,31.83,36.501,49.278,52.802,56.578,64.61,69.377,75.312,82.777,87.52,82.141,85.876,80.529,79.881,77.7,74.398,73.423,70.338,64.797,58.454,50.14,48.496,41.491,35.807,35.562,33.289,27.492,29.637,27.531,24.601,22.508,23.264,21.204,20.334,18.421,18.641,18.283,15.279,13.132,13.832,15.26,13.936,12.174,14.285,11.976,11.675,10.831,9.6637,9.1501,8.8969,8.4596,6.6387,7.0861,4.5288,4.9962,3.6126,3.1886,3.0219,2.1226,1.2548,0,1.0665,0,0.53327,0.16821,0.36507,0.17776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,11/27/2020,11:08:16 AM,"",13.277,14.227,19.618,29.048,31.125,33.351,38.527,53.132,56.932,61.004,64.502,69.084,72.434,74.214,79.193,81.603,85.333,80.13,78.327,74.647,67.502,66.637,64.615,61.391,59.69,53.665,42.932,38.023,39.858,36.508,36.124,30.073,26.833,28.273,25.908,24.818,21.588,23.107,22.704,18.018,19.105,16.173,16.656,15.536,13.529,15.788,13.308,11.28,11.599,11.441,11.494,7.3955,9.4444,11.63,8.759,5.7754,6.1044,5.5945,7.3626,5.3027,5.2935,2.1361,3.4218,1.9356,1.2296,1.241,1.1187,0.35787,0.35787,0.35787,0.17893,0,0.078879,0.10005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,11/27/2020,11:08:26 AM,"",13.231,14.177,19.502,28.81,30.871,33.079,36.978,46.136,49.436,52.972,60.53,64.997,72.268,83.041,87.506,79.183,83.172,80.133,78.217,74.389,66.256,64.457,63.728,65.019,58.687,49.071,44.891,44.164,37.501,32.296,32.781,31.373,26.391,27.108,26.662,20.759,21.514,20.853,16.62,21.1,17.217,18.148,17.13,15.329,16.96,15.849,11.758,14.25,15.411,14.35,12.343,8.5048,8.1913,8.537,8.6292,7.275,10.853,5.538,4.0207,3.8963,3.9605,2.3571,1.9429,1.7806,0.53751,0.53751,0.53751,0.53751,0.62526,0.44976,0.17917,0.17917,0,0,0.17917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,11/27/2020,11:08:36 AM,"",14.378,15.406,20.835,30.267,32.432,34.751,38.952,49.02,52.526,56.282,65.423,70.29,75.049,79.841,85.01,85.727,88.872,79.197,78.007,75.142,69.592,67.247,63.188,58.701,59.255,53.082,45.924,42.428,41.135,39.289,34.071,31.904,32.314,25.545,23.324,24.528,24.506,20.642,18.533,16.263,15.687,17.036,15.21,15.923,16.777,13.601,12.983,14.187,13.191,12.249,11.575,8.2625,8.4668,9.0354,6.9971,6.2964,6.3233,7.6652,4.8133,5.54,3.6708,3.2323,2.4933,1.4185,1.9657,0.53609,0.71479,0.47316,0.24163,0.1787,0.51756,0.19723,0.1787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,11/27/2020,11:08:46 AM,"",13.802,14.789,20.312,29.96,32.103,34.399,38.954,50.634,54.255,58.135,66.645,71.572,76.437,81.361,86.48,85.747,88.612,77.408,78.181,77.905,73.489,72.831,69.121,60.756,52.466,48.09,41.458,39.713,34.537,30.325,28.162,27.915,27.65,25.658,26.392,22.317,22.54,20.998,22.806,17.555,16.493,18.514,16.37,17.3,12.056,15.725,15.275,12.569,10.36,14.132,7.9009,6.9272,7.8416,10.859,8.6489,7.9084,6.0393,7.2915,4.4246,4.034,3.9528,4.2602,2.4238,1.1019,0.89306,0.5447,0.78898,0.37112,0.37112,0,0.18556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,11/27/2020,11:08:56 AM,"",13.137,14.077,19.311,28.452,30.487,32.667,37.159,48.968,52.47,56.223,66.254,71.213,76.061,80.975,85.867,83.105,86.853,81.281,80.774,78.764,78.786,73.249,66.986,63.94,57.051,56.254,49.087,42.766,38.796,36.68,32.08,31.843,30.014,26.895,27.012,21.233,21.805,22.25,20.067,16.808,15.42,17.93,11.875,18.299,14.573,15.238,14.549,13.718,11.822,10.457,9.8739,10.311,9.0119,9.2629,6.1751,3.5834,6.5883,5.5502,5.4817,3.8956,4.0028,3.2691,2.8463,1.7748,0.90884,0.89823,0.71859,1.0779,0.17965,0.17965,0.34066,0.19828,0,0,0.17965,0,0.17965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,11/27/2020,11:09:06 AM,"",12.622,13.525,18.478,27.116,29.055,31.133,35.343,46.293,49.603,53.151,65.171,70.135,74.906,79.739,84.322,79.273,82.545,75.572,74.415,71.652,69.871,66.764,61.745,56.658,54.231,53.48,44.695,39.291,34.639,35.677,34.971,33.999,29.838,25.92,27.224,24.191,21.122,18.396,20.434,14.677,16.621,15.968,16.727,14.6,13.398,13.964,14.649,13.361,14.078,9.9194,8.4083,10.293,8.6158,7.844,8.5692,7.5747,6.7114,6.0014,6.4732,5.1786,3.0573,2.863,1.6125,1.6125,0.71669,1.5674,0.82081,0.47851,0,0.17917,0,0,0.35834,0,0,0.17917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,11/27/2020,11:09:16 AM,"",12.413,13.3,18.519,27.676,29.655,31.776,36.734,50.767,54.398,58.288,67.073,72.04,75.484,77.23,82.048,80.938,83.745,73.724,72.821,70.42,70.713,68.776,64.84,60.383,58.099,50.794,45.237,40.075,37.437,36.94,35.47,29.289,26.363,24.718,24.106,24.293,20.031,15.912,16.837,19.711,16.328,16.793,15.155,15.833,12.405,10.754,12.63,12.567,10.941,9.7029,8.6729,10.593,10.416,5.1205,8.0575,6.7694,8.6124,3.9099,4.5402,4.6413,3.8947,2.4911,3.4349,1.5621,1.7512,1.5497,1.2782,0.59632,0.35693,0,0.17846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,11/27/2020,11:09:26 AM,"",14.284,15.305,20.43,29.288,31.382,33.627,38.287,50.603,54.222,58.1,66.664,71.594,76.156,80.409,85.377,83.734,87.202,79.911,78.612,75.593,68.613,64.612,60.405,58.149,53.557,49.965,41.4,38.923,38.423,33.963,29.03,32.065,30.114,22.41,23.572,21.765,20.621,18.57,16.814,15.466,16.521,16.758,14.811,12.72,15.886,14.03,14.75,11.765,12.407,8.7672,10.247,8.2492,7.4364,11.647,5.9808,6.6196,6.1534,4.8374,3.8844,4.8033,2.933,2.3078,2.3188,1.7433,1.7962,1.2427,0.88763,0.115,0.77262,0.35505,0,0.17753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,11/27/2020,11:09:36 AM,"",12.029,12.889,18.821,29.361,31.461,33.711,38.417,50.911,54.552,58.454,67.288,72.271,75.57,76.978,81.516,77.777,82.176,81.806,77.697,70.982,69.963,65.51,58.759,52.51,50.819,46.011,40.972,37.162,37.92,36.73,31.126,30.085,25.934,23.472,23.583,23.024,20.421,20.822,16.686,16.139,16.656,16.327,14.46,16.189,13.956,14.244,9.1745,11.742,11.133,10.231,8.9842,10.431,8.7612,8.3524,10.226,7.9007,5.0626,4.7382,3.8948,3.1152,2.5728,3.2501,3.0385,1.7989,1.0793,0.53966,1.1089,0.51004,0.35977,0,0.17989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,11/27/2020,11:09:46 AM,"",13.434,14.394,19.681,28.902,30.969,33.183,37.575,48.832,52.324,56.067,61.8,66.283,73.504,84.063,88.493,79.172,82.407,75.269,73.768,70.563,65.772,63.717,61.092,58.521,51.617,49.973,46.035,42.691,32.858,32.001,31.852,30.507,26.717,25.404,23.623,21.638,19.325,20.714,17.333,17.639,17.447,17.509,16.124,14.974,12.037,12.789,13.726,11.213,9.929,11.223,9.1924,10.945,7.5724,10.797,6.5437,7.4531,4.4678,4.8743,5.0491,5.5819,2.5543,3.3271,2.7758,1.8505,1.0757,0.77487,0.92527,0.37011,0.78364,0.14163,0,0.18505,0,0,0,0,0,0,0.18505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,11/27/2020,11:09:56 AM,"",11.583,12.411,17.296,25.87,27.72,29.703,34.162,46.523,49.851,53.416,62.776,67.47,72.515,78.17,82.744,78.6,81.576,73.208,73.606,72.91,65.554,64.557,61.138,54.895,55.242,47.815,45.325,35.442,32.516,33.254,31.462,26.344,24.832,25.136,26.362,22.616,20.353,18.879,16.481,15,15.58,15.74,15.012,14.463,13.446,12.157,13.292,11.946,11.337,8.0982,9.2192,7.7128,7.2615,8.1313,8.1761,7.0067,6.1928,4.8407,4.9724,3.0529,4.1549,2.4948,1.6172,1.3956,1.9842,1.2492,0.77262,0.1197,0.3114,0.40246,0,0.17846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,11/27/2020,11:10:06 AM,"",13.12,14.058,19.462,28.928,30.997,33.213,37.663,49.163,52.68,56.447,61.907,66.387,71.921,78.743,83.377,79.469,82.848,76.399,75.499,73.058,66.72,65.474,62.765,58.23,52.852,45.363,43.503,40.367,38.032,31.092,28.575,29.127,27.072,25.755,23.154,24.017,20.347,17.957,18.306,18.72,15.912,12.809,11.675,16.023,14.644,12.569,12.107,11.702,10.409,10.093,8.6118,9.0096,9.2267,9.6176,5.9875,6.8646,5.8441,4.8278,5.1123,4.5703,3.4704,1.9782,1.7856,1.6036,1.0765,0.17941,0.8358,0.42007,0.35882,0,0.34021,0.37743,0,0,0,0,0,0,0,0.17941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,11/27/2020,11:10:16 AM,"",12.157,13.027,18.766,28.932,31.001,33.218,37.102,46.161,49.462,53,63.807,68.629,73.122,77.465,82.325,81.478,83.986,72.175,71.161,68.642,69.993,67.256,63.816,61.756,54.122,47.273,42.393,37.802,38.846,35.604,33.899,28.959,27.917,27.641,22.555,21.371,22.027,20.24,17.789,17.237,16.855,15.281,13.93,11.637,11.155,13.023,13.525,13.492,11.133,9.3474,12.202,8.4782,8.7825,7.9759,5.0869,6.5888,7.6589,5.1592,4.2209,3.3155,3.573,2.1573,2.4901,1.7631,1.7952,0.53539,0.35693,0.35693,0.17846,0.17846,0.079977,0.098486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
